Topic-1,Topic-2,Topic-3,Topic-4,Topic-5,Topic-6,Topic-7,Topic-8,Topic-9,Topic-10
"(67, 0.083929340259409)","(218, 0.08141415369487218)","(11, 0.08419482653603957)","(103, 0.07611231769995658)","(127, 0.031177619531475777)","(668, 0.042598601664547)","(105, 0.07357129468915119)","(384, 0.07586449250353303)","(320, 0.07238809687390779)","(110, 0.06540887152647513)"
"(638, 0.08375542828434147)","(668, 0.08062422110872398)","(625, 0.0838859695071686)","(100, 0.07572725456110407)","(607, 0.03086628344640022)","(320, 0.04257655908377676)","(320, 0.0723880985754075)","(222, 0.07448259145137774)","(195, 0.07147555626829363)","(665, 0.0651650211083889)"
"(11, 0.08308330538061767)","(104, 0.08018980345544487)","(84, 0.08109216719392605)","(1, 0.07572477180147687)","(115, 0.0292777691688259)","(672, 0.042037069339453684)","(2, 0.07095601656010816)","(407, 0.074283492070772)","(2, 0.07095601351700102)","(312, 0.06489040167360734)"
"(472, 0.08281241640202212)","(414, 0.08013347928789583)","(36, 0.08062848480711286)","(10, 0.07565297220319864)","(329, 0.028936060279005697)","(461, 0.04168466041157627)","(40, 0.07072782894264852)","(636, 0.07272049860465406)","(474, 0.07087955772284472)","(310, 0.06426246271268278)"
"(668, 0.0824406380792824)","(325, 0.08007057039435476)","(332, 0.08055637942030959)","(418, 0.07531332279344909)","(550, 0.02709077886300771)","(625, 0.0416039970672043)","(202, 0.07047460491525152)","(325, 0.0726329069818164)","(209, 0.07047490112718867)","(472, 0.06413935545040468)"
"(68, 0.08144702320845086)","(387, 0.07936316069092125)","(10, 0.08009253687807097)","(105, 0.0735713036410334)","(327, 0.027083506363828422)","(579, 0.04148624592243176)","(325, 0.06869381893551914)","(38, 0.07252344083877728)","(325, 0.0686938175718492)","(7, 0.06397866870923273)"
"(202, 0.08057925365613673)","(108, 0.07855207583722734)","(100, 0.07999758649864445)","(202, 0.07278099415726111)","(326, 0.026642085651466595)","(50, 0.04066442986737203)","(387, 0.06844758775050484)","(32, 0.07114536982828008)","(387, 0.06844758637936664)","(668, 0.06388761491379685)"
"(474, 0.07949616874109107)","(388, 0.07853508302472234)","(579, 0.07922522107527688)","(195, 0.07147557783324701)","(137, 0.026535553022558906)","(105, 0.04026407432360757)","(32, 0.06809653801406389)","(1, 0.07065254396219288)","(32, 0.06809653663037582)","(217, 0.06077728269535047)"
"(84, 0.07814678772768476)","(226, 0.07839740210443358)","(103, 0.07759798524863612)","(2, 0.07095604654768725)","(226, 0.026271638058817305)","(103, 0.04013930133335176)","(388, 0.0679876957012248)","(105, 0.06980413648239864)","(388, 0.06798769428943532)","(98, 0.06074033764361723)"
"(673, 0.07745133307055901)","(383, 0.07793204989157944)","(418, 0.07631579788163176)","(474, 0.07087957368998019)","(384, 0.025660972849661474)","(261, 0.03991954330801528)","(226, 0.06752443541431989)","(387, 0.06744878816213352)","(226, 0.06752442836293088)","(202, 0.06054012691043654)"
"(136, 0.07549662195367778)","(32, 0.07609511639978028)","(105, 0.07538436605986149)","(40, 0.07072783894137805)","(198, 0.025188103157342635)","(669, 0.03972759103089438)","(332, 0.06745306660499362)","(471, 0.06655069420195346)","(384, 0.06705147316012505)","(198, 0.060528100946714215)"
"(108, 0.07414842216008716)","(40, 0.07534915322188424)","(474, 0.07403393610332894)","(32, 0.06809654702195483)","(32, 0.024814251686830154)","(231, 0.03926526316941598)","(384, 0.06705147447375624)","(388, 0.0663515326784179)","(407, 0.06590172144558414)","(261, 0.05703649577007428)"
"(226, 0.07268449789742222)","(669, 0.07513936444816255)","(40, 0.0728780803851668)","(226, 0.06752444081601963)","(320, 0.023790707344348638)","(237, 0.03881975585227392)","(383, 0.06489692645332847)","(321, 0.0657466375267765)","(327, 0.06477661880981603)","(471, 0.05685895447327739)"
"(32, 0.07058163763439539)","(636, 0.07461975998051842)","(32, 0.07055087904704603)","(383, 0.06489694185177457)","(325, 0.023347750069318766)","(230, 0.03860794454360438)","(327, 0.06477662069177813)","(218, 0.06458196055871704)","(202, 0.06448545952016674)","(105, 0.056305189877161044)"
"(669, 0.06851274849523335)","(105, 0.07419126552971529)","(226, 0.07030840915294323)","(321, 0.0633446532557209)","(321, 0.02246053830215814)","(32, 0.03646362263247881)","(34, 0.06395626012297585)","(668, 0.06455789294366861)","(34, 0.06395625885520849)","(1, 0.053202630711076004)"
"(105, 0.06845504766611779)","(198, 0.07283241375056318)","(383, 0.06776072122597597)","(198, 0.06063202609345539)","(387, 0.022092336885349433)","(209, 0.03561847646348513)","(321, 0.06334464352452288)","(414, 0.06295814145038245)","(321, 0.06334464223333007)","(669, 0.05282031917262777)"
"(198, 0.0678472031658044)","(1, 0.07143476018662508)","(321, 0.06553010837396231)","(471, 0.05922248378313585)","(136, 0.02190299376188381)","(471, 0.03214746778977024)","(198, 0.060632012157494856)","(418, 0.060643372613706586)","(231, 0.06259253452403114)","(104, 0.051590279758211885)"
"(636, 0.06772829976223999)","(321, 0.06978035666380493)","(471, 0.06166551730223084)","(199, 0.055909098886892085)","(388, 0.02170222360179836)","(108, 0.03148557280199704)","(471, 0.059222471065194834)","(104, 0.060074242634462545)","(230, 0.06203812975899365)","(103, 0.04827206635615412)"
"(103, 0.06732921920258678)","(471, 0.06925832550746555)","(218, 0.05830546969393478)","(218, 0.05573752512084389)","(414, 0.019577294516105938)","(218, 0.03112974340337336)","(199, 0.05590907068711425)","(332, 0.05767957100962469)","(198, 0.06063201114051323)","(109, 0.039580881662465976)"
"(471, 0.06443037854283401)","(332, 0.06883038425987538)","(108, 0.05781479718634203)","(108, 0.05409548078254496)","(669, 0.01782495969369573)","(202, 0.030175754004402443)","(108, 0.054095459742630594)","(669, 0.053169922220226117)","(199, 0.055909069653984796)","(108, 0.03849515421875981)"
"(1, 0.06272546541263306)","(34, 0.06694731246341432)","(472, 0.05607895973501587)","(472, 0.05117804750074611)","(34, 0.015773870120834435)","(472, 0.029897337526260604)","(472, 0.05117802263688326)","(34, 0.05120491881646548)","(108, 0.0540954609142872)","(11, 0.030505688799075757)"
"(218, 0.06267830059930439)","(113, 0.048250072058412606)","(113, 0.011635888823580631)","(113, 0.044003127797423956)","(113, 0.004263288368397876)","(113, 0.020884701255580215)","(113, 0.044003141824791675)","(113, 0.036537489917279176)","(113, 0.04400313946154124)","(113, 0.009905828404673533)"
"(102, 0.01011401717909977)","(102, 0.010752187683217828)","(102, 0.008491369491241784)","(102, 0.008031942921414818)","(102, 0.004033526726738567)","(102, 0.004746190442506721)","(102, 0.008031939973948073)","(102, 0.03247966246907068)","(102, 0.008031940147912312)","(102, 0.0050257195174124815)"
